flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,9B30ZUzpXwU,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,olShnT7Oyo0,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,olShnT7Oyo0,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,olShnT7Oyo0,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,olShnT7Oyo0,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,iyT00P2BR_M,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,iyT00P2BR_M,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,iyT00P2BR_M,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,iyT00P2BR_M,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,qg8Z8SinIdE,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,qg8Z8SinIdE,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,qg8Z8SinIdE,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,qg8Z8SinIdE,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,4TwLNSc5jLE,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,4TwLNSc5jLE,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,4TwLNSc5jLE,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,4TwLNSc5jLE,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,HYWmYJNg5Jw,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,HYWmYJNg5Jw,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,HYWmYJNg5Jw,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,HYWmYJNg5Jw,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,DXnCwKr4xD8,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,DXnCwKr4xD8,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,DXnCwKr4xD8,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,DXnCwKr4xD8,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,V26Osvn0Yb8,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,V26Osvn0Yb8,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,p7XaXR5vgHU,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,p7XaXR5vgHU,63.0,10.0
-195.84,109.64,29.92,113.07,1.424,0.079,0.579,0.2113,60.0,53.0,0.15,0.25,0.05,0.117,0.0,0.067,0.05,0.117,0.167,0.017,0.017,0.887,0.783,False,-0.188,0.358,0.6,59.4,46.58,8.4,0.349,3.9,0.138,9xc27Rr5fXw,1567.0,282.0
-80.34,66.45,22.08,69.97,1.367,0.065,0.639,0.1824,31.0,31.0,0.194,0.323,0.032,0.065,0.0,0.0,0.0,0.097,0.129,0.097,0.065,1.0,1.0,False,-0.238,0.464,0.0,59.33,19.86,11.33,0.407,3.61,0.174,-B-HaLGqQRM,872.0,170.0
70.1,7.75,10.23,9.31,1.41,0.09,0.497,0.0079,3.0,3.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,1.0,1.0,False,-0.31,0.286,0.182,17.32,13.0,6.23,0.081,3.08,0.171,xJqhnoDUKj8,2025.0,378.0
62.32,8.34,14.55,10.5,1.526,0.126,0.385,0.0124,12.0,10.0,0.0,0.417,0.25,0.0,0.083,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.667,False,-0.673,0.381,0.297,15.55,7.72,5.73,0.03,2.89,0.086,dVdKV9qW2wc,5749.0,970.0
-915.49,383.67,69.26,395.63,1.545,0.137,0.386,0.0462,46.0,33.0,0.043,0.0,0.239,0.065,0.065,0.0,0.087,0.174,0.304,0.0,0.022,0.818,0.587,False,-0.197,0.134,7.667,334.33,378.61,14.33,0.8,9.7,0.117,LW8xpMrucOk,5652.0,991.0
47.83,10.44,12.6,12.65,1.694,0.177,0.806,0.125,8.0,8.0,0.0,0.125,0.25,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,1.0,1.0,True,-0.214,0.714,0.2,13.2,9.34,4.4,0.25,2.69,0.061,t6if2JzrNVQ,398.0,71.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,CbhEVSrmZMk,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,e2-7Cp3KeLI,930.0,127.0
-73.84,62.07,28.03,66.39,1.458,0.123,0.581,0.2293,36.0,26.0,0.028,0.111,0.639,0.056,0.111,0.0,0.0,0.028,0.028,0.0,0.0,0.885,0.639,True,-0.34,0.51,1.0,52.67,48.81,6.67,0.333,4.04,0.07,ABm8iW5eWC8,851.0,157.0
-248.13,125.38,39.71,129.29,1.635,0.131,0.5,0.1688,54.0,36.0,0.111,0.019,0.444,0.093,0.0,0.0,0.056,0.056,0.222,0.0,0.0,0.861,0.574,False,-0.225,0.282,1.25,82.0,57.81,11.75,0.558,3.58,0.137,cGuxBtvBl3I,1935.0,316.0
-256.67,131.29,41.87,137.11,1.508,0.139,0.562,0.1647,55.0,47.0,0.145,0.055,0.255,0.055,0.018,0.018,0.091,0.127,0.145,0.073,0.018,0.894,0.764,False,-0.265,0.3,3.0,342.0,0.0,15.0,0.955,8.24,0.088,zagQa-9fJpM,1915.0,333.0
-537.1,237.23,58.22,245.6,1.595,0.155,0.41,0.1306,79.0,62.0,0.101,0.076,0.342,0.013,0.013,0.101,0.025,0.152,0.177,0.0,0.0,0.855,0.671,False,-0.135,0.176,5.0,614.0,0.0,15.0,0.978,6.16,0.099,DQi4FlIiq-I,3463.0,604.0
-8425.45,3270.02,189.21,3355.77,1.508,0.127,0.157,0.0035,30.0,28.0,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.067,0.733,0.0,0.0,0.964,0.9,False,-0.25,0.024,0.364,52.54,58.33,8.24,0.011,3.97,0.112,8XniQTxWRZs,46724.0,8465.0
-10132.76,3925.51,209.97,4027.96,1.533,0.13,0.164,0.0043,44.0,38.0,0.0,0.0,0.114,0.045,0.023,0.023,0.295,0.045,0.455,0.0,0.0,0.895,0.773,False,-0.144,0.02,1.284,74.43,152.9,8.67,0.011,5.95,0.097,QxVLKER065w,57481.0,10245.0
-7060.57,2745.26,175.37,2817.75,1.524,0.129,0.146,0.0063,45.0,32.0,0.022,0.0,0.0,0.133,0.0,0.0,0.0,0.222,0.622,0.0,0.0,0.719,0.511,False,-0.73,0.104,0.417,67.32,81.47,8.76,0.017,4.29,0.119,b37_YcMwAo0,39573.0,7127.0
-545.26,239.61,58.22,247.09,1.631,0.154,0.474,0.1223,75.0,59.0,0.067,0.253,0.013,0.187,0.0,0.12,0.027,0.04,0.293,0.0,0.0,0.915,0.72,False,-0.145,0.172,4.0,313.0,438.41,15.0,0.962,8.95,0.081,MkKp-y5BJUQ,3668.0,611.0
-9563.1,3707.18,202.01,3804.15,1.506,0.128,0.152,0.0032,31.0,21.0,0.194,0.065,0.258,0.065,0.0,0.0,0.097,0.032,0.29,0.0,0.0,0.714,0.484,False,-0.27,0.017,0.55,58.63,69.36,8.66,0.01,4.29,0.126,gQS_OEcgN8E,53493.0,9669.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,ZZs2YLfzJhs,930.0,127.0
50.55,11.97,21.67,14.29,1.569,0.143,0.286,0.0104,23.0,14.0,0.391,0.0,0.0,0.0,0.0,0.435,0.0,0.087,0.087,0.0,0.0,0.786,0.478,False,-0.235,0.053,0.204,23.14,16.27,6.73,0.022,3.53,0.113,LcmOfyetmdQ,13037.0,2234.0
-384.95,180.23,47.75,186.61,1.524,0.134,0.452,0.1747,80.0,66.0,0.062,0.037,0.225,0.025,0.013,0.1,0.062,0.125,0.338,0.013,0.0,0.879,0.725,False,-0.121,0.209,3.0,472.0,0.0,22.0,0.971,6.64,0.1,3xBoVClIOXs,2644.0,457.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,Wk1is8hDWZE,63.0,10.0
-603.87,268.65,42.71,277.86,1.316,0.07,0.354,0.101,70.0,66.0,0.071,0.229,0.114,0.057,0.014,0.029,0.1,0.071,0.3,0.014,0.0,0.955,0.9,False,-0.298,0.222,0.147,21.56,32.29,4.97,0.047,3.19,0.205,deBe6HV91js,3526.0,693.0
-262.87,133.4,39.71,137.85,1.521,0.122,0.53,0.1358,47.0,41.0,0.17,0.021,0.298,0.277,0.021,0.0,0.021,0.043,0.085,0.064,0.0,0.927,0.809,False,-0.227,0.388,1.667,119.0,78.08,15.0,0.453,3.52,0.129,Hc80DpVlVYY,2014.0,344.0
-34.28,50.09,23.73,54.7,1.302,0.101,0.651,0.1667,22.0,22.0,0.182,0.045,0.091,0.182,0.0,0.0,0.045,0.227,0.227,0.0,0.0,1.0,1.0,True,-0.091,0.591,0.167,23.17,20.81,6.5,0.222,2.84,0.187,cJchN5xChFo,662.0,132.0
72.96,7.22,33.8,9.56,1.383,0.084,0.152,0.0003,3.0,3.0,0.0,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,-0.594,0.032,0.075,16.79,11.58,5.59,0.003,3.15,0.151,gZruWtIqUY0,55465.0,10336.0
-467.93,215.66,41.02,223.63,1.353,0.08,0.458,0.1387,77.0,67.0,0.13,0.104,0.117,0.039,0.039,0.013,0.078,0.078,0.364,0.026,0.013,0.896,0.779,False,-0.29,0.202,0.0,63.67,55.59,9.56,0.187,3.85,0.194,9oRaPL3oCUA,2846.0,554.0
-256.93,134.55,31.12,139.93,1.355,0.07,0.453,0.1391,48.0,42.0,0.083,0.021,0.167,0.125,0.0,0.0,0.021,0.021,0.458,0.062,0.042,0.952,0.833,False,-0.144,0.269,0.333,59.67,64.08,8.5,0.318,3.45,0.193,GUcpQMuxskY,1848.0,344.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,Kriob0nAuyU,930.0,127.0
-513.43,232.44,43.52,240.23,1.387,0.084,0.426,0.0912,55.0,46.0,0.127,0.036,0.055,0.018,0.0,0.0,0.182,0.109,0.4,0.036,0.036,0.848,0.709,False,-0.288,0.204,0.286,44.36,53.53,8.5,0.105,3.68,0.18,t2_yNxYmewU,3085.0,602.0
-61.76,55.16,28.03,59.27,1.567,0.142,0.634,0.2941,40.0,30.0,0.0,0.25,0.175,0.0,0.05,0.175,0.025,0.075,0.225,0.025,0.0,0.733,0.55,True,-0.4,0.6,1.0,136.0,0.0,14.0,0.941,5.12,0.096,ItXLYLMrw4Y,774.0,136.0
-1153.46,475.49,75.62,489.49,1.526,0.133,0.385,0.0613,75.0,61.0,0.053,0.133,0.32,0.053,0.027,0.027,0.027,0.067,0.12,0.173,0.0,0.869,0.707,False,-0.265,0.123,5.0,627.0,864.08,12.5,0.975,13.06,0.103,ePlYxTJ3w3Q,7083.0,1221.0
-1540.6,623.89,86.31,641.95,1.543,0.133,0.273,0.0591,95.0,62.0,0.179,0.074,0.274,0.105,0.053,0.032,0.063,0.074,0.084,0.042,0.021,0.742,0.484,False,-0.236,0.091,0.636,149.36,208.07,11.18,0.191,6.1,0.127,Budd2Zal5yo,9164.0,1603.0
-1057.32,440.21,63.86,453.77,1.445,0.1,0.302,0.0961,110.0,90.0,0.018,0.027,0.209,0.164,0.218,0.0,0.018,0.164,0.173,0.009,0.0,0.833,0.682,False,-0.311,0.141,18.0,1147.0,0.0,18.0,0.984,9.89,0.115,zjRDYdDlpiw,6292.0,1140.0
-412.62,189.06,50.24,195.69,1.611,0.143,0.359,0.1946,94.0,38.0,0.021,0.0,0.319,0.032,0.0,0.191,0.021,0.106,0.309,0.0,0.0,0.658,0.266,False,-0.154,0.18,0.667,163.67,188.62,11.0,0.8,6.49,0.09,AumWr7lU0mM,2764.0,482.0
-201.58,113.42,30.53,119.03,1.348,0.079,0.541,0.1787,52.0,49.0,0.288,0.173,0.077,0.058,0.0,0.038,0.077,0.115,0.115,0.058,0.0,0.959,0.904,False,-0.25,0.379,3.0,301.0,0.0,15.0,0.941,7.02,0.166,prI4kVbD7_A,1486.0,291.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,YV9Wl3ialB0,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,tlvwtaPkmCU,930.0,127.0
-517.52,232.51,48.11,240.31,1.459,0.105,0.461,0.1078,65.0,60.0,0.138,0.015,0.185,0.185,0.0,0.015,0.046,0.108,0.292,0.0,0.015,0.933,0.862,False,-0.31,0.22,1.0,89.14,78.68,12.14,0.253,4.5,0.184,80oGxpEMLCM,3325.0,599.0
-253.36,129.09,41.45,134.41,1.552,0.139,0.407,0.1821,59.0,29.0,0.288,0.0,0.22,0.034,0.034,0.034,0.034,0.0,0.288,0.068,0.0,0.621,0.305,False,-0.162,0.252,3.0,330.0,0.0,15.0,0.963,6.16,0.176,mdXTf-seIYU,1844.0,324.0
-2341.24,930.33,110.46,956.07,1.601,0.149,0.268,0.0284,69.0,58.0,0.058,0.058,0.058,0.116,0.203,0.029,0.072,0.058,0.348,0.0,0.0,0.828,0.696,False,-0.297,0.082,0.583,69.14,75.2,9.39,0.05,3.79,0.123,AxaM-imfTZQ,14069.0,2411.0
-317.65,154.45,41.45,160.0,1.521,0.115,0.485,0.1533,61.0,47.0,0.279,0.066,0.148,0.066,0.0,0.066,0.115,0.082,0.18,0.0,0.0,0.851,0.656,False,-0.288,0.278,4.0,407.0,0.0,17.0,0.974,4.68,0.123,7jH19g1XMuQ,2312.0,394.0
-8681.25,3369.54,174.8,3457.99,1.448,0.105,0.176,0.0036,31.0,24.0,0.032,0.0,0.032,0.097,0.0,0.0,0.129,0.065,0.645,0.0,0.0,0.792,0.613,False,-0.211,0.024,0.503,61.96,103.84,8.09,0.011,4.66,0.121,pFv2U2EmOBk,46156.0,8707.0
-1516.75,611.87,96.83,628.95,1.681,0.173,0.321,0.0537,85.0,55.0,0.224,0.012,0.176,0.0,0.035,0.035,0.012,0.141,0.353,0.0,0.012,0.782,0.506,False,-0.213,0.091,10.0,800.0,1124.3,13.5,0.977,8.82,0.058,9eX0-Sy38Fk,9720.0,1577.0
-111.58,75.03,25.98,77.41,1.532,0.086,0.532,0.2021,39.0,34.0,0.051,0.0,0.308,0.256,0.0,0.0,0.026,0.103,0.256,0.0,0.0,0.912,0.795,False,-0.213,0.447,0.0,96.5,135.06,9.5,0.467,3.45,0.109,TXkVESiwts8,1123.0,190.0
-161.55,95.42,31.69,100.0,1.475,0.104,0.542,0.1585,39.0,38.0,0.154,0.0,0.077,0.0,0.0,0.0,0.051,0.154,0.564,0.0,0.0,0.974,0.949,False,-0.176,0.311,1.0,129.5,71.42,14.0,0.765,3.26,0.147,VmMdsYC4-tc,1378.0,242.0
-3691.2,1453.25,105.8,1492.62,1.397,0.087,0.206,0.0146,55.0,43.0,0.073,0.018,0.2,0.145,0.0,0.073,0.073,0.091,0.327,0.0,0.0,0.907,0.709,False,-0.355,0.053,0.337,45.8,45.09,7.92,0.02,3.76,0.154,ccI_3nmQvkg,19971.0,3754.0
-10970.83,4248.6,206.23,4359.67,1.481,0.116,0.156,0.0035,39.0,32.0,0.051,0.0,0.179,0.154,0.0,0.026,0.026,0.128,0.436,0.0,0.0,0.875,0.718,False,-0.477,0.03,0.616,69.21,77.27,9.33,0.011,4.64,0.121,9tKDNZOqA6k,59852.0,11027.0
-9238.82,3582.21,195.93,3675.83,1.524,0.124,0.151,0.0099,92.0,88.0,0.109,0.0,0.13,0.13,0.011,0.0,0.087,0.141,0.38,0.011,0.0,0.955,0.913,False,-0.182,0.031,0.637,70.4,80.62,8.99,0.013,4.15,0.126,AduzVx9An_U,52095.0,9294.0
-563.69,247.65,60.26,256.67,1.585,0.159,0.458,0.0758,48.0,40.0,0.083,0.021,0.104,0.125,0.0,0.021,0.146,0.062,0.396,0.021,0.021,0.875,0.729,False,-0.351,0.248,0.8,130.6,146.84,13.0,0.495,4.81,0.118,b2edo_scIpI,3585.0,633.0
-7001.39,2725.33,142.71,2797.49,1.388,0.085,0.155,0.0065,46.0,40.0,0.217,0.0,0.087,0.152,0.0,0.0,0.087,0.13,0.283,0.022,0.022,0.875,0.761,False,-0.309,0.028,0.631,46.51,48.88,7.25,0.013,3.94,0.157,vavGxnUyy9A,37188.0,7036.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,hnkXpgLF4n4,930.0,127.0
71.08,8.26,13.35,10.5,1.367,0.076,0.31,0.0016,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,-0.519,0.133,0.122,16.28,11.16,5.6,0.024,3.03,0.175,d12zpEwTaJM,6865.0,1281.0
-422.01,196.83,39.26,203.83,1.41,0.08,0.4,0.123,62.0,48.0,0.113,0.0,0.129,0.339,0.016,0.113,0.032,0.065,0.161,0.032,0.0,0.875,0.677,False,-0.13,0.199,0.5,260.5,303.35,15.5,0.857,5.13,0.14,S0NReOVUwOg,2755.0,503.0
-3402.0,1340.13,114.2,1376.42,1.494,0.11,0.207,0.0143,50.0,32.0,0.12,0.0,0.44,0.0,0.08,0.0,0.06,0.0,0.3,0.0,0.0,0.812,0.52,False,-0.274,0.045,1.385,138.54,158.63,12.08,0.078,5.36,0.116,mKEHbyzjxnU,19457.0,3468.0
-577.23,254.5,49.89,262.82,1.505,0.104,0.393,0.1023,67.0,44.0,0.045,0.0,0.284,0.03,0.0,0.03,0.075,0.134,0.403,0.0,0.0,0.818,0.537,False,-0.274,0.175,0.286,95.86,130.74,9.0,0.416,5.44,0.118,JUx30vdQXeE,3652.0,654.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,I6ypRSWyeXc,63.0,10.0
62.67,8.9,14.46,10.04,1.493,0.097,0.345,0.0065,8.0,8.0,0.125,0.25,0.125,0.125,0.0,0.125,0.0,0.25,0.0,0.0,0.0,1.0,1.0,False,-0.341,0.133,0.114,18.21,11.34,5.44,0.028,3.3,0.129,wBBlJh1vIZc,7041.0,1229.0
-1788.73,717.87,95.42,737.73,1.609,0.142,0.302,0.0414,77.0,58.0,0.117,0.039,0.299,0.286,0.0,0.039,0.104,0.078,0.039,0.0,0.0,0.897,0.675,False,-0.251,0.081,7.667,622.0,380.68,26.0,0.421,6.18,0.104,RcyIgDT1eYk,10992.0,1850.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,0hIP6fan87Y,63.0,10.0
-177.41,97.63,35.45,101.17,1.663,0.133,0.554,0.2428,59.0,40.0,0.051,0.017,0.102,0.051,0.017,0.0,0.0,0.237,0.492,0.017,0.017,0.825,0.559,False,-0.186,0.333,1.0,244.0,0.0,13.0,0.909,10.72,0.074,aDacxSZ5tZc,1449.0,243.0
