video_id,Category_gpt_5,Recommendation_gpt_5,is_understandable,PEMAT Score,LLM Ranking,label_AI,is_predicted_AI,label_human,is_predicted_human
Ov7xYrPNd1U,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
o72e6TBzu8E,Patient Education - waitlist,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
Zag8OJlZurM,Patient Education - waitlist,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
BiGv2f9L5Fs,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
lqNqJyOtEr0,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
0DNUVlGgTIo,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,0.0,1.0
ltlbGQPq89k,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
fIzS4dNgfkM,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
tXSVha4Ou2E,Patient education - evaluation,1,0.0,0.2857142857,0.2142857143,1.0,1.0,1.0,1.0
LbUCLSRKiS4,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
L12Pkx92_jI,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
uK3BVkDWL2k,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
wXcaKOrlgJY,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,,,,
VX1n7tY6F2E,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
ssy2HTyhoYg,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
vTbyIYG2DmM,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
noBv58QoAJo,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
bzzqfoA9WU4,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
t5NFb4QyMr0,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
cLEbL7JbVQI,Patient education - post surgery,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
Cw5L0dNvzOU,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
vU5RpLjZF8w,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
Gl1fRdQ4Xg0,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
kUBQZZS6Bfk,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
2ZhrOUAH-Ms,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
edZkmdG0IAQ,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
tArFtF4N65g,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
COgIvTpH8gA,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
RpiwRRDU8Mg,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
ceUW5aIh4b0,Patient education - post surgery,1,0.0,0.2857142857,0.2142857143,1.0,1.0,1.0,1.0
_DeZLJVuWwg,Patient education - consideration,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
uGcLOfUlzfc,Patient education - surgery,1,0.0,0.2857142857,0.2142857143,1.0,1.0,1.0,1.0
iynOzdIx_Xc,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
2qaZf1CNS9Q,Patient education - surgery,1,0.0,0.1428571429,0.1071428571,,,,
mioatMDYVew,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
n8skoBVca38,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
u1fybCe0-js,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
zH5UrjPyfno,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
q0PRVH_f-ok,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
4nRfuf13vS4,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
dZYwuIwcIZE,Patient education - consideration,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
qe8I0CZD7eM,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,,,,
-_y1b3X80EA,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
3RND7mOLvsA,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,,,,
S400x_NWsHw,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
PxALYSzud2s,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
TGlbtCyHaps,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
oXBT0uIdjU4,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
nNhIivlMhFI,Patient education - surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
JgNVhHRw3tc,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
dfTkvCaznwI,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
jSMEktkyAFs,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
XozS9XFplVw,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
5XfjuyMHbKE,Patient education - surgery,1,1.0,0.0,0.25,,,,
BanIGqOoEi0,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
Sjb_4xlY5qc,Patient education - post surgery,1,1.0,0.7142857143,0.7857142857,1.0,0.0,1.0,1.0
jTGtmTY0KPs,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
_ZNlepuqh7I,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
ynTQcAweNNA,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
LsYFZiJM94E,Patient education - surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
6-0CvKbDtPs,Patient education - surgery,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
PBzMMGvy3ME,Patient education - post surgery,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
woqZSRRM5i0,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
ZtWIXHzYfZ0,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
Q3NIDPxv1FE,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
esZMkvNBgsk,Patient education - surgery,1,1.0,0.0,0.25,1.0,1.0,1.0,1.0
07wh0brpo4Y,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
tiy5_U66S7s,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
cXU93UolNpc,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
S8EUEQSxB7o,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
UOjc-2v51rY,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
dCTzM-9_-nI,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
mDbMxIybx84,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
rHaisEsuu00,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
T0laUsimLXY,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
XOK6ODKS3jQ,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
4w6__b_TV4Y,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
wRWNDwlieTA,Patient education - consideration,1,0.0,0.2857142857,0.2142857143,0.0,1.0,1.0,1.0
joQGSOx0sME,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
iFmtPfMNol4,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
0Zp7uPIyllo,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
Y0ACcA3U6c8,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
3e6Ok8BFqYo,Patient education - surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
0GyVL3Jafks,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
TyYdJ6nrGWw,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
j4HEaSFrjT4,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
wtzLU1IziFg,Patient Education - waitlist,1,1.0,0.1428571429,0.3571428571,1.0,0.0,1.0,1.0
_GSS0ymIBLk,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
RzVItPnUGg0,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
qRw4d4i1ZGU,Patient education - consideration,1,1.0,0.8571428571,0.8928571429,1.0,0.0,1.0,1.0
ANkwvm5FTM4,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
EIItnkDehow,Patient education - evaluation,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
gutRhgx8yQo,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
IZY8JJVtZZI,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
05G3hfCd8O0,Patient education - post surgery,1,0.0,0.2857142857,0.2142857143,1.0,1.0,1.0,1.0
d0xbZnf98JA,Patient education - evaluation,1,0.0,0.2857142857,0.2142857143,1.0,1.0,1.0,1.0
o46eZI0j_w4,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
OIabcrqiNC0,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
DZcIPQH3KGw,Patient education - evaluation,1,0.0,0.2857142857,0.2142857143,0.0,0.0,1.0,1.0
kBIxxUPiGxE,Patient education - evaluation,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
IJW1nCE7-t0,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
tLR2AE8UPcw,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
mUnmuB2X7pI,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,0.0,1.0
D1kDysDeGNc,Promotional - introduce the hospital/ MD/ clinician story,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
LSlzbi2jOG8,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
sHNM9CRbq5s,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
0_gFDk3K3J8,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
VamIKPgN88Y,Patient education - post surgery,1,0.0,0.4285714286,0.3214285714,1.0,1.0,1.0,1.0
J-xE3C7KSpY,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,,,,
PybtdiEjJHE,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
Q4vdkCf7Xwg,Patient education - post surgery,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
k2MCw4r2cBk,Patient education - consideration,1,0.0,0.2857142857,0.2142857143,0.0,0.0,1.0,1.0
KtnenSnI-TA,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
hIue8HkdWQM,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
hxTxROuUj4g,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,,,,
dm5IRDCAr0Q,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
xeRS9N1aV84,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
iWDH0psBCJo,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
kmxmYldNeyI,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
cuKPRygRgDQ,Patient education - evaluation,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
Hni-1dESzQc,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
YCQD5T_uOv0,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
lcobppiMAX4,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,,,,
TOSxmXVgyPs,Patient Education - waitlist,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
VdXEUCrhN9g,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
rPC2qiSags0,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
mWiTgXHwuJI,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
akO5xf0YWnw,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
EgVeZX8rZdc,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
FbCumsphfIs,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
Eydrd2P_iGY,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
gDICuN4uZdE,Patient education - surgery,1,1.0,0.0,0.25,1.0,0.0,1.0,1.0
TQe6fG94CdM,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
5M9tz38lrvQ,Patient education - surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
mTr_VCwUK8s,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
iSdhV5aMGd4,Patient Education - waitlist,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
rLxTozspBxk,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
QXOLqAlW1SM,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
EyErv_J7goQ,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
xok9lDMkylg,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
B4nUAUbPEE8,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,,,,
toB6n7nbdAk,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,,,,
S8BCExUiu6w,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
3iGLfS5PRyY,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
MOdmXje8BIc,Patient education - post surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
Ig_M3CQMcRM,Patient education - consideration,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
tNPrEoLgbNM,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
a3WGt0il-Jo,Promotional - introduce the hospital/ MD/ clinician story,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
AT7I5CFyKac,Patient education - evaluation,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
XSn6Cra_QAs,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
yxzggpJuxfY,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
9ARbCXTd8Xk,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
m3MebGrtoj0,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
VVR60zcS9L4,Patient education - consideration,1,0.0,0.1428571429,0.1071428571,1.0,1.0,1.0,1.0
S1vxtWLZW40,Patient education - evaluation,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
evRqX1EdSnM,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
vjih9pfBM6c,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,,,,
pM5OClHVfyU,Patient education - consideration,1,0.0,0.1428571429,0.1071428571,0.0,1.0,1.0,1.0
pIarXrl9o_I,Patient education - surgery,1,0.0,0.0,0.0,,,,
O9NsmoRrcbw,Patient education - evaluation,1,1.0,0.1428571429,0.3571428571,0.0,1.0,1.0,1.0
Hxu-Pc5GStA,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,,,,
HTOrcXnOvQM,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
WI1vbFb4q8Y,Patient education - consideration,1,1.0,0.0,0.25,1.0,1.0,1.0,1.0
IlhqEf8EOCg,Patient education - post surgery,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
j2r44Plhj-Y,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
VF2pOnkAiZI,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,1.0,0.0,1.0,1.0
gOGDlasUm0Q,Patient Education - waitlist,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
0DfihOFKmzc,Patient education - post surgery,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
1N6kqKjpGX4,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
0DQZxvbD-Es,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
DgoVKIkCKEQ,Patient education - surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
14IPpNZKpGw,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,0.0,1.0,1.0,1.0
qRGb-KBK4VI,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,0.0,1.0,1.0,1.0
38H0DS1tEow,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
G44-ul_xF4Y,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
ugc5k7z2Ga0,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
IgvyQDh83F8,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
3A5st5NlSb8,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
VbWzuBZRlQw,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
fIx85pw7TH8,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
e6SRF_2D2ns,Patient education - consideration,1,0.0,0.2857142857,0.2142857143,1.0,1.0,1.0,1.0
guV2fPWwYoA,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
eIBcF1cbMyc,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
5zVO8qosRu0,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
PYpGIl443b4,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
GuC9g07ibOA,Promotional - introduce the hospital/ MD/ clinician story,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
EK7Fq2gkFrQ,Patient education - consideration,1,0.0,0.1428571429,0.1071428571,0.0,0.0,1.0,1.0
rp5eI2qP-kw,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
cUQXqZObNzM,Patient education - consideration,1,0.0,0.2857142857,0.2142857143,0.0,0.0,1.0,1.0
G8xkRNuzVWs,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
RgXVbmUZmHk,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
a2kpXjTNMBE,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
KPDmx9BwEAs,Patient education - consideration,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
2QKwDGlpVBo,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
t9CGEdbqigw,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
EBJrZIi6tsU,Patient education - surgery,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
vJhUXyBFaUI,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
8hiQql7YoZk,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
gusncb4G2Hk,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
8Loq9oE72TY,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,0.0,1.0
OVk4YXwJp98,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
hvUoPfUY5ao,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
za78Uqroios,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
UloLVGxzNt4,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
z1nCUmWHvsU,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
0P6_5xqg2Wg,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
hcxOtu0Vuyk,Patient education - consideration,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
AInty1Lqt38,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
RXk8Yh_Fecc,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
DcgXXxLHyCE,Patient Education - waitlist,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
k2yLsjspxN4,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
BsFn6tNQEo4,Patient Education - waitlist,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
OQ9rpMXsZrU,Patient Education - waitlist,1,1.0,0.1428571429,0.3571428571,,,,
18bGEw0uyAU,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
52eMwhf8UfI,Patient education - consideration,1,1.0,0.8571428571,0.8928571429,1.0,0.0,1.0,1.0
qGDjOgQ2FrY,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
43PWKVRHdHU,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
TCCNNatgIMM,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
hhI4PqgkJp0,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,,,,
HTGtbOJwpvE,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
Xv3NX1p5Oa8,Patient education - surgery,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
G5S3DQiqjGo,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
HKTeAOiByLw,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
cibyGjzyYNk,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
H5aM9a60eLM,Patient education - consideration,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
VrwVGMAD48o,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
E-wOxOakE8A,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
_uYUiRBrAMk,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
_kEoo15YIQk,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
DehY-Be783M,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
vVNW1_QmgE0,Patient education - consideration,1,0.0,0.2857142857,0.2142857143,0.0,0.0,1.0,1.0
PdX4VA2dNMs,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
gSu_0TWRKTM,Patient education - post surgery,1,1.0,0.1428571429,0.3571428571,1.0,0.0,1.0,1.0
mZPu52zlrpI,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
2b5H5dfDkpQ,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
VCHO9B1TtfY,Patient Education - waitlist,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
mrzhpcauJ4s,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
L0ES-Z0Tjr0,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
8eAgLpIHcrc,Patient education - post surgery,1,1.0,0.7142857143,0.7857142857,0.0,1.0,1.0,1.0
-UfkH83KeC8,Promotional - introduce the hospital/ MD/ clinician story,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
zXppZFV1fTg,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
eevYyHrXEsk,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
HBeaaPlf3RA,Patient Education - waitlist,1,1.0,0.7142857143,0.7857142857,1.0,0.0,1.0,1.0
BG6rRen2Mi0,Patient Education - waitlist,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
lnRLsPNrEdw,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
Oh3S03t9VZ4,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
