video_id,label_AI,is_predicted_AI,label_human,is_predicted_human,Recommendation_gpt_5
iFILua3E6Zg,1,1,1,1,1
iP4kaR8wtE4,1,1,1,1,1
iSdhV5aMGd4,1,1,1,1,1
iWDH0psBCJo,1,1,1,1,1
igCTRbIFh0U,1,1,1,1,1
ihUxhJGvnWM,1,1,1,1,1
inKXLBMQlHE,0,1,1,1,1
isXPGOMIEpg,0,1,0,1,1
iynOzdIx_Xc,1,1,1,1,1
j4HEaSFrjT4,0,1,1,1,1
jI16XVwxsX0,1,1,1,1,1
jMobXLwZARU,1,1,0,1,1
jSMEktkyAFs,1,1,1,1,1
jTGtmTY0KPs,0,1,1,1,1
jYUj8ZVNO3A,1,1,1,1,1
jdShUNBaeLc,1,1,1,1,1
joQGSOx0sME,1,1,1,1,1
k2yLsjspxN4,1,1,1,1,1
kBIxxUPiGxE,1,1,1,1,1
kIqpOtzogfg,0,1,1,1,1
kKA3Wjh6WsQ,1,1,1,1,1
kLuuo9Yymnc,1,1,1,1,1
kUBQZZS6Bfk,1,1,1,1,1
kVuEjXojqrA,1,1,1,1,1
ke0BMw75oN4,1,1,1,1,1
kmxmYldNeyI,1,1,1,1,1
krxCR7wt50Y,1,1,1,1,1
kspzJlE0fko,0,1,1,1,1
kv8-Acay5YY,0,1,1,1,1
l--agdcsR0I,1,1,1,1,1
l0fENCO74KA,0,1,1,1,1
l3DxH4gVvWs,1,1,1,1,1
lP3lbWYgzWY,1,1,1,1,1
leTF-FRI434,1,1,1,1,1
lfRIozS_h9E,1,1,1,1,1
ln69iJGFong,0,1,1,1,1
lnRLsPNrEdw,1,1,1,1,1
lqNqJyOtEr0,1,1,1,1,1
lsCbw4bbb6s,0,1,1,1,1
ltlbGQPq89k,1,1,1,1,1
m0y4hLA8Zec,1,1,1,1,1
m1nd3zhnMgs,1,1,1,1,1
m3MebGrtoj0,1,1,1,1,1
mDbMxIybx84,1,1,1,1,1
mFKvBeWsDzc,1,1,1,1,1
mHRJzSSTJWk,1,1,1,1,1
mKEHbyzjxnU,1,1,1,1,1
mSeblARXJ7U,0,1,1,1,1
mTr_VCwUK8s,1,1,1,1,1
mUnmuB2X7pI,1,1,0,1,1
mWiTgXHwuJI,1,1,1,1,1
mYTKDineB5k,1,1,1,1,1
mZPu52zlrpI,1,1,1,1,1
mbkuWmBI5ik,0,1,1,1,1
mioatMDYVew,1,1,1,1,1
mks84XYGzWQ,1,1,1,1,1
mrzhpcauJ4s,1,1,1,1,1
n0aYj8fnqUw,1,1,0,1,1
n2flQv5UZVs,1,1,1,1,1
n7A2uQhrOB8,1,1,1,1,1
n8skoBVca38,1,1,1,1,1
nI2c-d3skFw,0,1,1,1,1
nNhIivlMhFI,1,1,1,1,1
nakb7Jjuxwg,0,1,1,1,1
noBv58QoAJo,1,1,1,1,1
nsimm-zLZcs,1,1,1,1,1
nt23y9IhnAE,0,1,1,1,1
o4FBN9rqxDA,0,1,1,1,1
o72e6TBzu8E,1,1,1,1,1
oFYX05sfmGk,1,1,1,1,1
oHfXYFDXk40,1,1,1,1,1
oXBT0uIdjU4,1,1,1,1,1
oaLDD3Ggus4,1,1,1,1,1
oi3nd2llhHM,1,1,0,1,1
ojpVFlkMUnA,1,1,1,1,1
p-jCVMlIfHE,1,1,1,1,1
pBJ2HpHncOo,1,1,1,1,1
pDeQhVrQMeo,1,1,1,1,1
pIMrgAltmTk,1,1,1,1,1
pM5OClHVfyU,0,1,1,1,1
pTWFkWqaSlk,1,1,1,1,1
pf-d5fLLEmk,1,1,1,1,1
pfA8RzAHvdE,1,1,0,1,1
ppQYVSaLN-Y,1,1,1,1,1
q0PRVH_f-ok,1,1,1,1,1
q16CFwsDx1c,1,1,1,1,1
q3EtUcJI6nI,1,1,1,1,1
q3baLrZtLok,1,1,1,1,1
qB2xDwqlXcg,0,1,1,1,1
qEffgHlRR7M,1,1,1,1,1
qGDjOgQ2FrY,0,1,1,1,1
qRGb-KBK4VI,0,1,1,1,1
qRH7vBcaddg,1,1,1,1,1
qWg70b6fEe0,0,1,1,1,1
qjJT4c1bucA,1,1,1,1,1
qlxtqiHUYpo,1,1,1,1,1
qq-GAIPh-kI,1,1,1,1,1
qzVhYs8-TB4,1,1,1,1,1
qzsrVAC32qA,0,1,0,1,1
r1DVG7s8vcI,1,1,1,1,1
r4v-X9uT6nI,1,1,1,1,1
rDXtgobnWsQ,1,1,1,1,1
rHaisEsuu00,1,1,1,1,1
rLxTozspBxk,1,1,1,1,1
rPC2qiSags0,1,1,1,1,1
rTjgXZM8yN8,1,1,1,1,1
rp5eI2qP-kw,1,1,1,1,1
sLjOR7deSkw,1,1,1,1,1
sXx0cbRPPUw,1,1,1,1,1
ssy2HTyhoYg,1,1,1,1,1
sxCSmVzMxZk,1,1,1,1,1
t-SIRbrtODc,1,1,1,1,1
t5NFb4QyMr0,0,1,1,1,1
t5QjkBZj1co,1,1,1,1,1
t6if2JzrNVQ,1,1,1,1,1
t9CGEdbqigw,0,1,1,1,1
tArFtF4N65g,1,1,1,1,1
tLR2AE8UPcw,1,1,1,1,1
tNPrEoLgbNM,1,1,1,1,1
tVniQL8aPxs,1,1,1,1,1
tXSVha4Ou2E,1,1,1,1,1
tiy5_U66S7s,1,1,1,1,1
tl7iYSl8HjE,1,1,1,1,1
u-oO5artghw,1,1,1,1,1
u1fybCe0-js,1,1,1,1,1
u4e3FkT4Me0,1,1,1,1,1
u5J-GGtINkk,0,1,1,1,1
uGcLOfUlzfc,1,1,1,1,1
uGp3pga9oNE,0,1,1,1,1
uIrNKRnmgkk,1,1,1,1,1
uK3BVkDWL2k,1,1,1,1,1
uadRWE8sjHQ,0,1,1,1,1
ubrZS1KEMM0,0,1,1,1,1
udOlD9ztx-o,1,1,1,1,1
udmgS4DuDxg,1,1,1,1,1
ugc5k7z2Ga0,0,1,1,1,1
umKpI3rOj68,0,1,1,1,1
v0dydIi42hY,1,1,1,1,1
v1AWGBxstp4,1,1,1,1,1
v6GGHwfgU6s,0,1,1,1,1
vJhUXyBFaUI,1,1,1,1,1
vU5RpLjZF8w,1,1,1,1,1
vXgryOtLCV8,1,1,1,1,1
vavGxnUyy9A,1,1,1,1,1
vzCO8LwyVnk,1,1,1,1,1
w79YUSOhPWI,1,1,1,1,1
wLCDCZ-jGyE,1,1,1,1,1
wRWNDwlieTA,0,1,1,1,1
weFrU6CS2OE,1,1,1,1,1
wo7iYxplYcA,0,1,1,1,1
woqZSRRM5i0,1,1,1,1,1
wtlNapcs0j0,1,1,1,1,1
wtuwErTz_j0,0,1,1,1,1
wzOSWDrRKwY,1,1,1,1,1
xJLsrfTAh04,1,1,1,1,1
xeRS9N1aV84,1,1,1,1,1
xl03G2Nn2Tw,1,1,1,1,1
xok9lDMkylg,1,1,1,1,1
xptGB2ITGr0,1,1,1,1,1
xuuQdxq6cSM,1,1,1,1,1
y3UgmMntTk8,0,1,1,1,1
ynTQcAweNNA,1,1,1,1,1
yrXakep8ZXM,0,1,1,1,1
ywCBvQrblGY,1,1,1,1,1
yxzggpJuxfY,1,1,1,1,1
z0lRyJa8juo,1,1,1,1,1
z1nCUmWHvsU,1,1,1,1,1
zCCXA9odpNQ,0,1,1,1,1
zH5UrjPyfno,1,1,1,1,1
zKwo7duxwyc,0,1,1,1,1
zMB5oUCpt5Y,1,1,1,1,1
zRIEIE-sSn0,1,1,1,1,1
zXppZFV1fTg,1,1,1,1,1
za78Uqroios,1,1,1,1,1
zagQa-9fJpM,1,1,1,1,1
zhhBS3gO6qs,1,1,1,1,1
zjRDYdDlpiw,1,1,1,1,1
zk2oTMxXMNU,1,1,1,1,1
znkUgQVIBH4,1,1,1,1,1
zoCLkLJHG1I,1,1,1,1,1
