"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"6hZ5e8hucck","Our expanded Cath Lab at Newark Beth Israel Medical Center and Children's Hospital of New Jersey keeps the continuum of care seamless — from start to finish. Join us as we celebrate milestones like this and 20 incredible years of “Celebrating Newark” at our signature gala on October 9, 2025! To register or learn more about Partners in Progress and this year’s honorees, visit http://www.nbipartners.org.  Newark Beth Israel Medical Center and Children’s Hospital of New Jersey is home to one of the nation's top 20 heart transplant centers, which has performed more than 1,200 heart transplants and New Jersey's only Advanced Lung Disease and Transplant Program. For more about the Newark Beth Israel’s Lung Transplant Program: https://www.rwjbh.org/lungtransplant  For more about Newark Beth Israel’s Heart Transplant Program: https://rwjbh.org/nbihearttransplant   #LetsBeHealthyTogether #NewJersey #Healthcare  Our mission: We are an academic health system, partnering with our communities to build and sustain a healthier New Jersey.",True,True,75.0,149,99,189,2,0,47600,2491,"Neutral",5
"6m0yPWY-2yI","Members from the PFF team, Amy Wardzala, Kate Gates, and Samantha Simmons, share how your support makes our programs and services for patients and their families possible, and ways that you can make a difference this September.  Find us online with our handle @pfforg on Facebook, Twitter, and Instagram, and use the hashtags #PFMonth and #BlueUp4PF to start getting social!  Social media platforms - Twitter - @PFFORG Facebook - @PFFORG Instagram - @PFFORG LinkedIn- Pulmonary Fibrosis Foundation  Please note that any information contained in this presentation is for informational and/or educational purposes only. It is not intended to be a substitute for professional medical advice. Always consult your personal physician or health care provider with any questions you may have regarding your specific medical condition.   This video is protected by U.S. and International copyright laws. Reproductions and distribution of this presentation without written permission from the Pulmonary Fibrosis Foundation is prohibited.    © 2021 Pulmonary Fibrosis Foundation",True,True,2751.0,151,111,429,19,0,17100,551,"Neutral",8
"6obZRepfzGY","Fernando Padilla could barely breathe or walk more than a few steps. An incurable disease, pulmonary fibrosis, was causing his lungs to turn to hardened scar tissue, and he was permanently tethered to an oxygen tank. His only hope was a double lung transplant.   In November 2012, he got an early-morning call that a pair of donor lungs was available.   Upon arriving at Ronald Reagan UCLA Medical Center, he was told of a new study testing an experimental device — a portable organ-preservation system that keeps donor lungs functioning and ""breathing"" in a near-physiologic state outside the body during transport to a recipient, instead of the standard method, in which the organs are kept in an icebox in a non-functioning, non-breathing state.   Padilla consented to participate in the study and was randomized to become the first patient at UCLA — and in the United States — to undergo the 'breathing lung' transplant using the TransMedics Organ Care System (OCS).   ""If they've got new technology to deliver the lungs still breathing, I think that would be better than trying to wake them back up again after being on ice,"" said the former construction worker, who had helped build the very same hospital where he was now a patient. ""I'm just following technology.""   Learn more at http://transplants.ucla.edu/lung",True,True,238.0,212,142,12632,79,12,569000,3032,"Negative",9
"6qMf_HCem4E","In July 2020, Bon Secours Mercy Health and The Ohio State University Wexner Medical Center announced the opening of a clinic for the Ohio State Wexner Medical Center Comprehensive Transplant Center at Mercy Health – St. Rita’s Medical Center in Lima, Ohio. The transplant clinic, an outcome of the two hospital systems’ Healthy State Alliance (HSA), provides access to life-saving organ transplant care, close to home, for patients in northwest Ohio. Jo, a retired teacher from Lima, is the first patient to receive an organ transplant through access to the clinic. She is grateful for the connection between her doctors at Mercy Health and the Ohio State transplant team, providing peace of mind during her evaluation for liver transplant – a surgery which ultimately saved her life.  Learn More about the Healthy State Alliance: https://wexnermedical.osu.edu/healthy-community/healthy-state-alliance/transplant  Learn more about Ohio State Wexner Medical Center Comprehensive Transplant Center: https://wexnermedical.osu.edu/transplant",True,True,79.0,145,81,150,0,0,135000,2612,"Neutral",5
"6yqtliOykqI","Saving Lives, one transplant at a time. VCU Health Hume-Lee Transplant Center is a multi-organ transplant center anchored at Virginia Commonwealth University in Richmond, Virginia. To learn more visit vcuhealth.org/transplant",True,True,347.0,30,26,866,6,1,15600,1174,"Neutral",3
"6zP1g_Y_wSo","The UCLA Liver Transplant Services team gives an overview of post-transplant complications for liver transplant patients, including early signs of rejection or infection. With early recognition and treatment, most episodes of rejection and infection resolve with a brief hospital stay. Learn more: https://www.uclahealth.org/transplants/liver",True,True,1495.0,43,37,7476,54,4,569000,3032,"Neutral",3
"7-48ZeOTvc4","Cardiovascular surgeon Chirantan Mangukia, MD, has devoted his career to giving patients new life. Having seen lives transformed by organ donation, he encourages everyone to #donatelife by registering as an organ donor. As surgical director of lung transplantation at Loyola Medicine, Dr. Mangukia leads the longest-running lung transplant program in Illinois. Learn more about our lung transplant program: https://www.loyolamedicine.org/find-a-condition-or-service/transplant-center/lung-transplant/",True,True,133.0,59,51,1474,38,11,34900,832,"Neutral",4
"70rHlebV5Sk","A rare living-donor transplant exchange performed by the USC Transplant Institute allowed one set of siblings to save the other.    #livingdonortransplant #transplant #kidneytransplant #livertransplant #siblingtransplant",True,True,221.0,25,23,242,1,0,16500,578,"Neutral",2
"71gCL53Tl24","To read more of Jerry’s story, please visit https://cle.clinic/3Ys8dQc  Jerry Wichtel was diagnosed with hepatocellular carcinoma. After traveling from hospital to hospital around the country for consultations it left him with uncertainty. Jerry chose Cleveland Clinic. A team of surgeons led by Dr. Charles Miller, MD, performed a liver transplant that saved his life.  To learn more about Dr. Miller, please visit https://cle.clinic/3s90IBC  For more information about living liver donor program, please visit https://cle.clinic/31rgy9F  If you liked the video hit like and subscribe for more!  #clevelandclinic #livingdonor #livertransplantation #livertransplant #organdonation #patientstories #patientstory",True,True,282.0,92,74,3823,20,3,697000,6101,"Neutral",5
"74WgJHBRDxI","Joshua Davis & The Artificial Pancreas UVA Health Foundation Board Meeting, October 2016 -  Joshua and his mother Shannon talk about the impact of Type 1 Diabetes on their family and Joshua's participation in UVA's artificial pancreas clinical trial.",True,True,351.0,37,35,154,0,0,16500,1455,"Neutral",1
"7557lkCmhB8","Liver cancers are some of the most common cancers worldwide and, along with biliary and pancreatic cancers, are among the most challenging cancers to treat. Nowhere in the Midwest will you find a more experienced team of physicians and health-care professionals dedicated to treating these cancers than at The Nebraska Medical Center. Our groundbreaking surgeries and innovative treatment options provide early staging and the most positive outcomes for patients with both primary and metastatic cancers. The use of laparoscopic surgery offers patients a less-invasive approach for many of these operations, and our world-renowned liver transplant team is available for patients who are candidates for transplantation.  Numerous physicians and medical professionals work together to ensure patients receive the most comprehensive and innovative treatments possible. Our multidisciplinary transplant team includes transplant surgeons, hepatologists, gastroenterologists, nursing staff, clinical nurse coordinators, social workers, child life specialists, psychologists, psychiatrists, pharmacologists, financial counselors, pastoral services, patient relations coordinators and others dedicated to providing extraordinary care to patients and their families.  The liver is the largest organ inside the body and is located just below the ribs on the right side. The liver has many functions: it filters waste and other harmful materials from the blood, it produces enzymes and bile that help with digestion and it produces chemicals and hormones necessary for regulating many body functions. Liver cells are called hepatocytes.  Liver cancer is classified as either primary (starting in the liver) or secondary (spreading to the liver from cancer in another part of body). Hepatocellular carcinoma is the most common form of primary liver cancer.  It develops in the liver cells and damages other healthy liver cells. Continuous growth of cancerous hepatocytes can cause malignant, or cancerous, tumors to form.  In its early stages, liver cancer does not produce many symptoms and is hard to detect. As the cancer grows, symptoms such as abdominal pain and bloating, weight loss, nausea, vomiting, fatigue and jaundice (yellowing of the skin and eyes) may appear. While doctors do not know exactly what causes liver cancer, chronic liver infections, such as viral hepatitis B and C, and cirrhosis of the liver can increase a person's risk for developing the disease. Men are more likely to develop liver cancer, as are people over the age of 60.  There are different treatment options available, depending on the type and stage of the cancer. Surgery or a liver transplant are options only if the tumor is small and contained within the liver. If the tumor is very large or has spread beyond the liver, chemotherapy or radiation may relieve symptoms and prolong life, but this is not a cure.  For more information, visit www.NebraskaMed.com or call 1-800-922-0000.",True,True,331.0,445,252,16956,40,8,53500,1701,"Neutral",21
"76MIBypbQXE","When the sudden onset of acute liver failure required Samerah to undergo an emergency liver transplant, the confident teen approached the complex procedure and challenging recovery with strength and optimism.  In a matter of days, 18-year-old Samerah went from an active, vibrant high schooler to a patient whose condition was so severe, she was put at the top of the liver transplant list. Her eyes and skin were getting darker yellow. Her speech got a little slower. That was on a Monday. By Friday, she was unresponsive. Within 24 hours of putting her on the transplant list, a liver donor was identified.   Today, Samerah is finishing up her senior year, working and spending time with friends, all while managing the tasks needed to maintain her health. A liver transplant was not part of her plan, but she’s determined to use her experience for good.   To meet more miracles like Samerah or support Children’s Healthcare of Atlanta, visit https://www.choa.org/cmn.    Children's Healthcare of Atlanta Homepage: https://www.choa.org Find a Doctor: https://www.choa.org/search?tab=doctors&ran=19 Find a Locations: https://www.choa.org/search?q=&tab=locations&zip= ___________________________________________________________________________ Connect with us! Facebook: https://www.facebook.com/ChildrensHealthcareofAtlanta Instagram: https://www.instagram.com/childrensatl/ Twitter: https://twitter.com/childrensatl TikTok: https://www.tiktok.com/@childrensatl LinkedIn: https://www.linkedin.com/company/children%27s-healthcare-of-atlanta",True,True,199.0,186,132,2280,22,0,22900,642,"Neutral",12
"785pviCyFq0","Joel Grimwood needed a new heart, but a chronic bacterial infection lurking within his implanted ventricle assist device made getting one impossible. Five transplant centers declined his case due to his persistent infection. Then Grimwood came to UC San Diego Health, where doctors treated the infection with an experimental bacteriophage therapy – viruses that eat bacteria. The infection cleared and Grimwood got his new heart.  For more about phage therapy at UC San Diego Health: https://health.ucsd.edu/specialties/infectious-disease/pages/default.aspx",True,True,375.0,75,58,9470,145,0,113000,553,"Neutral",5
"78qx3Nm1Tn0","Join us in our ongoing UC Health patient education series as we delve into the critical stage following the transplant evaluation process: the waiting list. This video is designed to shed light on what to expect during this period of anticipation and how to navigate it with the support of our dedicated team.  In this video, we cover: • The Role of the Waitlist Coordinator: Learn about the support you'll receive from your assigned waitlist coordinator and how they monitor your condition during the wait.  • Monthly Blood Work Requirements: Understand the importance of regular blood work to ensure antibody level compatibility with potential donor organs.  • Communication During the Waiting Period: Discover why staying in touch with your nurse coordinator, especially during health changes, is crucial.  • Staying Alert for Calls: We emphasize the need to be vigilant for calls from our transplant center, as organ availability can be unpredictable.  • UNOS and the Allocation Process: Get insights into how the United Network of Organ Sharing (UNOS) manages the waiting list and allocates organs using a complex algorithm.  • Special Criteria for Pancreas Transplants: For those awaiting a pancreas transplant, learn about the specific criteria and the role of the Ohio Solid Organ Transplant Conservatorium.  • Understanding Donor Organ Types: We discuss the Kidney Donor Profile Index (KDPI), deceased donor organ types, and increased risk donors, explaining how each factor into the transplant process.  • Safety and Compatibility Considerations: Explore how we ensure the safety and suitability of organs from donors with Hepatitis B or C.  • Your Role in the Process: We encourage your active participation and communication throughout your waiting period.  This video is an essential resource for anyone on the transplant waiting list at UC Health. By demystifying the waiting process and highlighting the role of our dedicated team, we hope to provide you with the knowledge and reassurance needed during this time. Remember, we are committed to supporting you every step of the way toward a successful transplant.  #TransplantJourney #UCHealth #OrganTransplant #WaitingList #PatientEducation #Healthcare #UNOS #PancreasTransplant #KidneyDonor #TransplantSupport #HealthAwareness",True,True,271.0,335,206,1485,8,0,13500,719,"Neutral",15
"7AgLqCHrFng","In this video, Dr. Englesbe describes the renal vein anastomosis for a pediatric kidney transplant.  Connect with U-M Transplant Research Education and Engagement on Twitter @UM_TREE.  -------------------------------------------------------    Subscribe to Michigan Medicine’s YouTube channel for upcoming videos and future live streams featuring our experts answering your questions.    -------------------------------------------------------    Follow Michigan Surgery on Social:    Twitter: https://twitter.com/UMichSurgery​  Instagram: https://www.instagram.com/michigan_surgery/ LinkedIn: https://www.linkedin.com/company/michigan-surgery",True,True,115.0,56,51,430,1,0,216000,5950,"Neutral",5
"7C8kaUMPMcc","Simone Whitehead, a liver transplant patient at Emory http://www.emoryhealthcare.org, describes her experience of needing and getting a liver transplant from Emory's Liver Transplant Program at Emory University Hospital in Atlanta and how she was saved by the exclusive machine called MARS liver dialysis.  **************  Simone Whitehead: I thought I was much healthier than any given 30 year old… Ran a half marathon and then another 5k at the Peachtree Road Race. So I would run about 15 miles a week and be super active chasing around my 2 year old and chasing around my two dogs. I had a son and a husband who loves me and we were building our dream house and, so, my whole life- everything I ever wanted was given to me…  But in April 2016 things abruptly changed.   It was almost overnight. I started getting sick to my stomach. I thought I had the flu. The tipping point was I started turning yellow and I called my husband and said: “We need to go to the hospital”  **************  Tests soon revealed that Simone’s liver was failing. She was transferred to Emory University Hospital.    **************  Simone:  And, when I got into the room it was just as if all these lights just turned on and I had about 7 nurses in there and they just made every ounce of anxiety go away.  Emory has one of the top liver care and transplant centers in the country.   **************  Dr. Magliocca: It’s a team approach and we have very experienced and talented liver specialists and herpetologists who dedicate their lives to liver disease. As a matter of fact, the support from Emory is so strong, we have an ICU that’s dedicated to liver disease.  Simon needed every bit of that expertise. Her situation had become so critical, she needed help just to be able to have a liver transplant.    Fortunately, at Emory, she had access to a special treatment machine called MARS liver dialysis.    **************  Dr. Subramanian: MARS is a unique form of artificial liver support that can take over some of the functions of a failing liver and help the liver regenerate or, in the face of severe liver failure, act as a bridge to liver transplantation.   Emory is one of the few centers in the country that is offering MARS liver dialysis therapy and we are currently the heaviest users of MARS and, therefore, we have acquired the greatest experience in this liver dialysis technology.  **************   Simone Whitehead: The MARS machine saved my life because it provided the time that I needed to wait to get a liver.   **************  Simone got that liver on April 30th, and things immediately began to improve.  Within 3 days, she was walking and one week after surgery she was able to see her son.   **************  Simone Whitehead: The daily goal that I had throughout the hospital was to recover enough that my son could come see me on Mother’s Day. We do have one picture of it and, to this day, when he sees that picture on my phone, he’ll say “Mommy’s all better.”  **************   Simone’s outcome is not unusual. Emory’s liver transplant program has saved the lives of many patients.   **************  Dr. Magliocca: Here at Emory Liver Transplant, we have particularly good outcomes.  If we do 100 liver transplants, 96 patients out of hundred are still alive with a functioning organ a year after transplant and that’s actually significantly higher than most of the country.   **************   Simone: I can’t think of one word on how to describe what Emory means to me.  I am so grateful and blessed by their treatment, and my family and I are forever grateful to them.",True,True,192.0,601,290,42003,221,43,16600,1353,"Very Positive",34
"7F5l2P1cp2A","In honor of National Kidney month, please join us as we talk with Dr. Heather LaGuardia, Medical Director of the Living Donor Program and Dr. Linda Chen, Surgical Director, Living Donor & Pediatric Abdominal Transplant Program, as we explore frequently asked questions around kidney health, dialysis, and the benefits of choosing Memorial for your kidney transplant.",True,True,1932.0,55,43,231,3,0,35300,1846,"Neutral",1
"7HChH-3NHQw","nan",True,False,61.0,0,0,944,5,0,21200,1769,"",0
"7N34Rfh0Luw","Fifty years ago, Janice Ottenbacher Schroeder was the first person to get a kidney transplant in Michigan, getting a life-saving organ from her identical twin sister Joan Ottenbacher Teltow. Since then, U-M has done more than 10,000 organ transplants. Find out more at www.uofmhealth.org/transplant",True,True,167.0,44,40,3484,26,3,216000,5950,"Neutral",3
"7SALG0DJB68","CICU: Post PTCA ECG Interpretation - JACC PCP | Cardiac Arrest After Stem Cell Transplant",True,True,26.0,13,13,312,0,0,27100,1786,"Neutral",1
"7Soy1ejS32Q","Wells Larsen is on a path to recovery.  It's a path he never thought he'd be on a few years ago.  At 22 years old, Wells was diagnosed with polycystic kidney disease, something members of his family have also had, including his mother who passed away from the disease.  A self-described ""meat-and-potatoes guy,"" Wells didn't start taking his health seriously until he was in his mid-30s and his kidney function was declining rapidly.    Often, patients whose body mass index, or BMI, is too high aren't able to get a transplant because of the higher risks of complications before and during surgery.  While he tried to lose the weight on his own, Wells wasn't able to meet the criteria for a transplant and was made inactive on the transplant waitlist.  But Dr. Ty Diwan, a Mayo Clinic transplant surgeon, believes obesity doesn't have to be an automatic no for transplant.  He, along with Mayo Clinic Nephrologist Dr. Aleksandra Kukla, helped create a unique new program to help patients with higher BMIs, like Wells, lose the weight necessary to get them to transplant.  Wells was one of the first patients in the new program, which, in his case, included bariatric surgery to accelerate weight loss.  Within six months, Wells had lost enough weight through not only the bariatric surgery, but also making lifestyle changes when it comes to diet and exercise.  Wells was placed on the active transplant list, and within two weeks, he got the call he never expected he'd get so soon.  Dr. Diwan says Wells is the perfect example of what they're trying to achieve with this new program.  Wells and his wife have plans to visit Disney World next December.  For the safety of its patients, staff and visitors, Mayo Clinic has strict masking policies in place. Anyone shown without a mask was recorded prior to COVID-19 or recorded in an area not designated for patient care, where social distancing and other safety protocols were followed.  FOR THE PUBLIC: More health and medical news on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  FOR THE MEDIA ONLY: Register at https://newsnetwork.mayoclinic.org/re... to access clean and nat sound versions of this video on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  Mayo Clinic https://mayocl.in/3tNMAdF Follow Mayo Clinic on Instagram: https://www.instagram.com/mayoclinic/ Like Mayo Clinic on Facebook: https://www.facebook.com/ Follow Mayo Clinic on Twitter: https://twitter.com/MayoClinic",True,True,223.0,388,226,1689,13,0,1220000,11882,"Neutral",18
"7StpZ9_nq4w","Z. A. Hashmi, M.D., is a cardiothoracic surgeon in Charleston, SC whose clinical focus is heart and lung transplantation, and adult cardiac surgery. An expert in transplantation and organ procurement, Dr. Hashmi has presented at several national and international conferences and meetings. Dr. Hashmi graduated from Ross University School of Medicine and completed his General Surgery Residency at Western Reserve Care System. He then went on to complete a residency in Cardiothoracic Surgery at Allegheny General Hospital and a Thoracic Transplant Surgery Fellowship at Duke University, where he received advanced training in heart and lung transplantation and mechanical circulatory support.  He joined MUSC from Baylor University Medical Center, where he focused on the preservation of hearts and lungs for transplantation. During his tenure at Baylor, Dr. Hashmi was the lead surgeon in Texas when the Dallas-based Organ Procurement Organization established a lung recovery program for marginal donor lungs. The program is for the assessment and improvement of lung function prior to transplantation using normo-thermic preservation. Dr. Hashmi was also the first in Texas to preserve donor hearts in a cold fluid suspension device to provide physical and thermal protection in preparation for transplantation.  Prior to Baylor, Dr. Hashmi was a faculty member at Indiana University School of Medicine, where he helped build and grow their transplant program. He was the first surgeon in the state of Indiana to perform minimally invasive left ventricular assist device surgery without the use of a cardiopulmonary bypass machine for patients with end-stage heart failure. Other milestones for the program during his tenure included improved volume and outcomes of lung transplantation using the ex-vivo lung perfusion machine, patients ambulating on ECMO support, and the use of normo-thermic preservation for donor heart and lung organs for transplantation. He also served as the Director of the Thoracic Transplantation Fellowship Program.  Dr. Hashmi is working towards establishing a DCD lung transplant and DCD heart transplant program at MUSC. Both programs would be a first in the state of South Carolina.",True,True,49.0,332,169,613,4,0,11700,1438,"Neutral",14
"7WYkUta7YNw","To read more on this patient’s story, please visit https://cle.clinic/39XPVx9  Doctors are still learning how COVID-19 impacts certain people. Transplant recipients may be a particularly vulnerable group because the medications they take suppress the immune system, putting them at higher risk for any infection.  One recent college grad, who had a double lung transplant, shares how COVID-19 left him fighting for his life.",True,True,127.0,63,58,1021,21,2,697000,6101,"Neutral",3
"7YRFE8tg-gY","About a third of the transplants performed at #OSUWexMed are performed with kidneys from living donors. These living donors are often family members, but a growing number are friends, co-workers or even altruistic donors with no specific recipient in mind. Kidneys from living donors may last nearly twice as long as kidneys from deceased donors, and the risk of rejection is low.  Watch as we follow a kidney from a living donor to the next operating room, where it is prepared to be transplanted into the recipient - the ultimate gift ❤️  Learn more: https://go.osu.edu/CpuJ  #Buckeye4Life #DonateLife #DonateLifeMonth #KidneyDonation #KidneyTransplant #OrganDonationAwareness #Shorts",True,True,60.0,100,72,16379,204,1,135000,2612,"Neutral",4
"7a7xiyTkEq0","If you or a loved one needs a kidney transplant, you don’t need to keep it to yourself for fear of making others feel pressured or uncomfortable. In fact, letting people know you are looking for a donor could be one of the most essential steps in finding a kidney.In this video, Ed, a transplant patient, shares his journey to finding his kidney donor and offers tips for spreading the word. https://www.baystatehealth.org/transplant",True,True,81.0,72,53,230,0,0,12000,975,"Neutral",4
"7bV6Hvkx7sg","Johns Hopkins cardiologists, cardiac surgeons and vascular surgeons collaborate in the Heart & Vascular Institute (http://www.hopkinsmedicine.org/heart_vascular_institute/) to lead the way in providing patient-centered care -- from cardiovascular disease prevention, through treatment and surgery. These Johns Hopkins cardiovascular specialists are pioneering cardiovascular care through research and clinical care.",True,True,113.0,45,33,4137,40,2,477000,4732,"Neutral",2
"7c0C1RmdsvU","nan",True,False,61.0,0,0,189,1,0,21200,1769,"",0
"7flEoSSNGsY","Dr. Silke Niederhaus, kidney, pancreas and liver transplant surgeon at UMMC, received a kidney transplant herself at age 11 and brings a unique perspective to patient care. Dr. Niederhaus takes daily immunosuppression medications and understands the challenges her patients experience at all stages of their transplant journey. She loves the field of transplantation because of the positive life changes she sees in her patients when they regain their health after receiving a new organ.  Related Links:  - Transplant Center: https://www.umms.org/ummc/health-services/transplant  - Kidney Transplant Program: https://www.umms.org/ummc/health-services/transplant/kidney  - Pancreas Transplant Program: https://www.umms.org/ummc/health-services/transplant/pancreas",True,True,175.0,87,66,1451,11,0,42900,959,"Neutral",4
"7icHN2_qfig","Why would someone need a liver transplant? A 36 second answer from Dr. Thomas Riley, medical director, Live Transplant Program at Penn State Health.  Liver Transplant Program at Penn State Milton S. Hershey Medical Center: https://hmc.pennstatehealth.org/transplant-surgery/patient-care-and-treatment/living-liver-transplantation?gclid=EAIaIQobChMIlKG9nqni4wIVmpOzCh2iIgz1EAAYASAAEgKnTPD_BwE",True,True,36.0,36,31,905,10,0,13100,2911,"Neutral",3
"7jH19g1XMuQ","Mayo Clinic’s Heart Transplant programs is the largest integrated transplant center with three locations across the nation. Our heart transplant experts discuss our program and why someone should consider Mayo Clinic for a heart transplant.   Our heart transplant doctors and surgeons use proven innovations to successfully treat people with congestive heart failure and other serious heart diseases. Their experience in using advanced technology, specialized procedures and an integrated approach focused on the patient makes Mayo Clinic a leader in transplant outcomes.  Learn more about heart transplant at Mayo Clinic: https://mayocl.in/3DTtatr Request an appointment: https://mayocl.in/3DGyqR1  Mayo Clinic https://mayocl.in/3tNMAdF   Follow Mayo Clinic on Instagram: https://www.instagram.com/mayoclinic/  Like Mayo Clinic on Facebook: https://www.facebook.com/  Follow Mayo Clinic on Twitter: https://twitter.com/MayoClinic",True,True,150.0,115,77,2186,31,0,1220000,11882,"Neutral",5
"7mLsUVfrLsU","This one-hour, interactive webinar will give an overview of living-donor kidney transplant for donors and adult and pediatric patients. The webinar will feature Mayo Clinic Kidney/Pancreas Transplant Program Surgical Director Mikel Prieto, MD, Pediatric Kidney Transplant Program Medical Director Carl Cramer, MD, and kidney donor and pediatrician Phil Fischer, MD. Dr. Prieto and Dr. Cramer will explain the advantages of living donor transplantation, preemptive kidney transplantation, paired donation and donor chains, the kidney transplant operation for donors and patients, how potential donors can be screened, and what patients can do to be in the best possible condition for surgery.  Dr. Fischer will discuss his experience as a donor. After the presentation, the doctors will answer questions.  Sign up to ask questions and to receive email reminders.   http://mayocl.in/1DAzBPm",True,True,3206.0,127,80,1851,11,0,1220000,11882,"Neutral",7
"7rDt5QGWZf0","Peter Abrams, MD, and his patient Marhea talk curing diabetes on WUSA 9. ‪Watch the story. To make an appointment at the MGTI, please call 202-444-3700 or visit MedStarGeorgetown.org/PancreasTransplant.  Peter Abrams, MD, is a transplant surgeon with the MedStar Georgetown Transplant Institute specializing in pancreas and kidney/pancreas transplant which can treat some forms of diabetes. If you are interested in learning more, watch Dr. Abrams answer questions patients ask him the most: https://youtu.be/fPyS5ma_7rM",True,True,171.0,73,62,1592,18,2,10700,653,"Neutral",4
"7rNl8gAh0Hg","Guest: Philip J. Spencer, MD and Richard C. Daly, MD Host: Kyle Klarich, MD  Overview: Heart lung transplantation is the transplant of the combined heart-lung organ bloc from a donor into a recipient who has end-stage disease of both the heart and the lungs.  This is often necessary because the disease in 1 of the organs (the heart or the lungs) caused the disease in the other organ system.  For example, pulmonary hypertension might cause gradual but irreversible right ventricular failure in the heart.  The prognosis after heart-lung transplantation is similar to patients who receive isolated lung transplantation.  Questions: 1. Can you describe heart-lung transplantation and why it is unique (tracheal anastomosis, heart and lungs transplanted as a block) 2. Why is this operation uncommon? 3. What types of disease is would require heart-lung transplantation? 4. Is the prognosis after heart-lung transplantation more similar to heart transplant or lung transplant survival? 5. Are their immunologic advantages to en bloc heart-lung transplantation?",True,True,1327.0,161,99,961,34,0,1220000,11882,"Neutral",11
"7yrWedfurm4","Born with a healthy heart, Reed Uekman became sick just a week later. Here, his family learns their newborn son will need a transplant after a visit to the Arkansas Children's Hospital Emergency Department. ---------- Website: http://www.archildrens.org Facebook: http://www.facebook.com/arkansaschildrens  Twitter: http://www.twitter.com/archildrens Instagram: http://www.instagram.com/archildrens",True,True,136.0,42,39,441,6,1,12800,692,"Neutral",4
"8-gNq3551DE","nan",True,False,32321.0,0,0,622,11,0,24900,211,"",0
"80oGxpEMLCM","http://www.nyp.org/transplant",True,True,240.0,1,1,18657,86,0,88900,1346,"",1
"843uqzmkONQ","Introductions and Overview   Pat Brooks   ICD-10-PCS Code Updates for October 1, 2016 Pat Brooks     ICD-10-PCS Topics:                                                                                                        1. Fluorescence Vascular Angiography (FVA)   Mady Hue  2. Oxidized Zirconium on Polyethylene Bearing Surfaces Pat Brooks For Hip and Knee Arthroplasty        3. Interbody Spinal Fusion with Nano-Textured Surface Michelle Joshua   4. Insertion of Endobronchial Coils   Pat Brooks            5. Hematopoietic Cell Transplant Donor Type  Pat Brooks           6. Minimally Invasive Aortic Valve Replacement   Michelle Joshua   7. Branch Endograft Repair of Common Iliac Aneurysm Mady Hue  8. Total Anomalous Pulmonary Venous Return (TAPVR)  Mady Hue  9. Intravenous Administration of Andexanet Alfa  Michelle Joshua         10. Intravenous Administration of Defitelio (defibrotide) Michelle Joshua   11. Administration of VISTOGARD (uridine triacetate)  Michelle Joshua   12. Intracranial Arterial Mechanical Embolectomy using Pat Brooks  Stent Retriever       13. Intracranial Aneurysm Procedure using Flow   Pat Brooks Diverter Stenting        14. Insertion of Spinal Bracing and Distraction System Michelle Joshua   15. Application of Biologic Wound Matrix    Michelle Joshua    ICD-10-PCS Updates                                                                              1. GEM Structure and Update Requests         Rhonda Butler, 3M  2. Addenda and Key Updates     Rhonda Butler , 3M      We accept comments in the spirit of our comment policy: http://newmedia.hhs.gov/standards/comment_policy.html  As well, please view the HHS Privacy Policy: http://www.hhs.gov/Privacy.html",True,True,11980.0,189,131,1572,8,0,98800,3649,"Neutral",19
"84yjo_SqvVA","nan",True,False,252.0,0,0,242,2,0,18300,1549,"",0
"86Iy9c8rSP0","After contracting COVID-19, Dr. Sean Devine went from caretaker to patient. Watch his inspiring story and how he battled against the odds during his 5-month journey to recovery.   Read Dr. Devine's full story: https://ufhealth.org/blog/devine-intervention-stars-align-pulmonologist-s-lung-transplant.    *************************************************** 💫 Other UF Health Inspire stories:  https://youtube.com/playlist?list=PLr_fqSI-B7YALgZ4_1zN3keoUS00-YbTU  👍 Follow UF Health on Facebook: https://www.facebook.com/UFHealth 🐦 Follow UF Health on Twitter: https://twitter.com/ufhealth 📸 Follow UF Health on Instagram: https://twitter.com/ufhealth  🐊 About UF Health:  UF Health is a world-class academic health center that combines leading-edge research at campuses around Florida with outstanding clinical care at a network of hospitals around the state. The flagship is UF Health Shands Hospital, part of Florida’s preeminent health system, with 14 adult and pediatric specialties ranked among the nation’s elite top 50 programs in the 2021-22 U.S. News & World Report Best Hospitals and Best Children’s Hospitals surveys. That’s more than any other hospital in Florida.   🏥 For more information about our care, visit: https://bit.ly/UFHealthHomepage",True,True,634.0,146,107,11258,111,0,22200,1782,"Neutral",7
